index,residual,influ,b_nbaths,b_nbeds,b_area,b_age,se_nbaths,se_nbeds,se_area,se_age
1.900000000000000000e+01,2.010205588065517190e+01,7.529607028490497948e-04,8.168622339097172613e+00,-3.326974221143486687e+01,1.751544716062266305e-01,-7.929479870655380402e-01,4.020572987627790695e+00,2.559159598255438262e+00,4.398846784903046730e-03,6.561796220507645772e-02
2.000000000000000000e+01,1.992586148949071116e+02,1.567198347934905828e-03,8.409837551804487887e+00,-3.552910905408147357e+01,1.798737156931151659e-01,-7.988545516189479168e-01,3.984353075514482700e+00,2.534263927959529816e+00,4.286597595326086668e-03,6.550334221532072565e-02
2.100000000000000000e+01,-1.584286397761705700e+01,4.239206830535881851e-04,8.556138002233852902e+00,-3.889149446949814859e+01,1.886044205617348757e-01,-8.268259543064131467e-01,4.205731651755410638e+00,2.721720381909332520e+00,4.455207349244690550e-03,6.949904895546359096e-02
2.200000000000000000e+01,1.808135434289937393e+01,4.006950489598163560e-04,9.774689208624334213e+00,-4.241114098345799022e+01,1.937717629698024469e-01,-8.235838120749103819e-01,4.383369020783108638e+00,2.883242584148191678e+00,4.611873185757269650e-03,7.257288431926442462e-02
2.300000000000000000e+01,1.107788758278751686e+02,3.098365037831676003e-04,8.966712439966439518e+00,-4.013392758132481930e+01,1.911425498819565583e-01,-8.375367562136443178e-01,4.053338440865439374e+00,2.628873838250323391e+00,4.309544505684303681e-03,6.739757249587230437e-02
2.400000000000000000e+01,-1.404718305444146154e+01,1.231639594213912317e-03,7.943890839423257688e+00,-3.449389111868649849e+01,1.791982926377171936e-01,-8.066823175126903722e-01,4.108486516942609690e+00,2.632107177806110254e+00,4.469881950478494723e-03,6.733875643796369270e-02
2.500000000000000000e+01,-8.213984394359967212e+01,7.193364552719491538e-04,8.400897570612443133e+00,-3.619634498465861583e+01,1.819296826988939519e-01,-8.066721206254531262e-01,3.985639136299868657e+00,2.539744972794167222e+00,4.278197992048256987e-03,6.569789106609402740e-02
2.600000000000000000e+01,-1.554586971301639551e+02,2.527108172522210625e-03,8.212902905304552803e+00,-3.732108455375867351e+01,1.858382892236841721e-01,-8.290572512256030313e-01,4.226437241966708669e+00,2.726593254525595089e+00,4.540619550800375007e-03,6.944877043450552179e-02
2.700000000000000000e+01,9.316434653415979028e+01,9.141114580961656050e-04,9.686671795976275590e+00,-4.200191679007791379e+01,1.935474644477064576e-01,-8.310624043965083585e-01,4.235682120347360247e+00,2.769105448993949725e+00,4.477676666164441197e-03,7.023376052498471467e-02
2.800000000000000000e+01,-9.626672789033962374e+01,1.004655601193299701e-03,8.098246041731487210e+00,-3.253405231891126448e+01,1.734716105808226938e-01,-7.894813680739194428e-01,4.096300316252258433e+00,2.602344860578863273e+00,4.504687276051142289e-03,6.650387858405011621e-02
2.900000000000000000e+01,2.475457176189331676e+02,6.923996816333124332e-03,1.116402778323675093e+01,-4.412041617550315209e+01,1.962504045914238993e-01,-8.363674161755970671e-01,4.234170374434714113e+00,2.770012489804109634e+00,4.486953954930618209e-03,7.023504952106160437e-02
3.000000000000000000e+01,-3.410021324631818516e+02,2.850871103869210589e-03,8.366966933411733365e+00,-3.806999606676102132e+01,1.874601757752120679e-01,-8.333518365752525803e-01,4.113902222458059477e+00,2.660208959086384439e+00,4.402074574840036426e-03,6.803267691563823216e-02
3.100000000000000000e+01,4.018788541722645391e+01,1.122366519089707925e-03,8.083948963306024638e+00,-3.260009328673011453e+01,1.736798467787421529e-01,-7.898679791152768415e-01,4.097730302506340294e+00,2.603734667029998562e+00,4.504239916158119146e-03,6.654494673629221535e-02
3.200000000000000000e+01,2.330889726157224118e+01,3.051114544513375097e-04,8.558947633196737570e+00,-3.751259370544938321e+01,1.845903817948045256e-01,-8.090989877345040604e-01,4.149488555302248471e+00,2.652367069372780772e+00,4.405250922145913760e-03,6.830432901420063763e-02
3.300000000000000000e+01,-1.302405885194196458e+02,2.499513183139085359e-04,8.281798813153882222e+00,-3.440355361927741740e+01,1.776531342987460738e-01,-7.973389658381366818e-01,3.955080309313226739e+00,2.519680127112477575e+00,4.293549033355366883e-03,6.492255012645115064e-02
3.400000000000000000e+01,3.712837390838384977e+01,1.287622481503853701e-03,8.307719716942663979e+00,-3.632885951414476011e+01,1.829571576488436269e-01,-8.145655941312666126e-01,3.998360131577268550e+00,2.557697944540053836e+00,4.298575470698814786e-03,6.603928744082865343e-02
3.500000000000000000e+01,-1.176154628334242318e+02,1.436517461196779120e-03,1.007224120717884297e+01,-4.302430931939180425e+01,1.943815695835809376e-01,-8.199449028713570176e-01,4.457798529449759961e+00,2.943557152856641324e+00,4.682070307239897568e-03,7.380722522784217976e-02
3.600000000000000000e+01,-2.103102654510509240e+01,5.869446296273459710e-04,1.029728224544568249e+01,-4.305700524685605757e+01,1.948577346726306225e-01,-8.307288018512710703e-01,4.278663753276981119e+00,2.805406172133206422e+00,4.522658823938791907e-03,7.094815712273482011e-02
3.700000000000000000e+01,4.624487078665708850e+01,1.227172743716522726e-03,8.391110526156239757e+00,-3.533150539304182303e+01,1.794738868489724748e-01,-7.985989850238724985e-01,3.973488069252848032e+00,2.528077605260873106e+00,4.281795739858980203e-03,6.531806634733783312e-02
3.800000000000000000e+01,7.918097589075841825e+00,4.441997896103618438e-04,7.605536781911920841e+00,-3.357670739142912453e+01,1.773827790784377467e-01,-8.007167759709055144e-01,4.395576135118708372e+00,2.811693090150889862e+00,4.819018935350655002e-03,7.115114792930953003e-02
3.900000000000000000e+01,6.111765097171257821e+00,1.858008972210058955e-03,9.372333586047091103e+00,-4.159970757131353736e+01,1.927148401343885264e-01,-8.242805777333318540e-01,4.347519069105369560e+00,2.850726094751959039e+00,4.575294721237307440e-03,7.194377566023177351e-02
4.000000000000000000e+01,-3.178802296973825747e+01,8.352277075069701288e-04,7.816908978622219450e+00,-3.404712486871368071e+01,1.782889682027093692e-01,-8.040111085744355846e-01,4.209948957625855748e+00,2.696094593743403323e+00,4.595166501588176730e-03,6.867274562844977170e-02
4.100000000000000000e+01,-2.963998198422675614e+02,2.015718699635394434e-02,7.654377296613023240e+00,-3.458681131783458085e+01,1.797666687555425913e-01,-8.091064871099626910e-01,4.464333015071670019e+00,2.856864501753326291e+00,4.875116319726330132e-03,7.221973712243494326e-02
4.200000000000000000e+01,9.137793605101951044e+00,1.308201768766352165e-03,8.178553060632534510e+00,-3.573289229819291535e+01,1.818670901647377880e-01,-8.135672317379327723e-01,4.000198983108526285e+00,2.562372166900512838e+00,4.319158708087034344e-03,6.602534019070457894e-02
4.300000000000000000e+01,9.103927189027956501e+00,2.320853157773057368e-04,8.280507199158126497e+00,-3.361110844563688005e+01,1.755849500091089532e-01,-7.929552048183251545e-01,3.998229747608766260e+00,2.545511158497165027e+00,4.361385394182712254e-03,6.534334847482252406e-02
4.400000000000000000e+01,1.952440050425551021e+01,3.161893165842672966e-04,8.323225701866814319e+00,-3.313376537405810751e+01,1.741483977455995091e-01,-7.906203542133347639e-01,4.090352528942114319e+00,2.603287900104716002e+00,4.471512011147477442e-03,6.653345858931476731e-02
4.500000000000000000e+01,-1.496123536511399266e+01,2.948995857667470618e-04,8.040795912531661926e+00,-3.683997600878706180e+01,1.849857478207470318e-01,-8.265269425619974353e-01,4.174428004074282050e+00,2.693290647730052001e+00,4.491596890307174815e-03,6.870964114893064745e-02
4.600000000000000000e+01,-4.067418644012394680e+01,8.201382633404714862e-04,8.126397159685168958e+00,-3.732188931539928944e+01,1.860820876066415219e-01,-8.295385433886801607e-01,4.087134013893251705e+00,2.640255826638354897e+00,4.385511567461118816e-03,6.760507790725280020e-02
4.700000000000000000e+01,-5.548330668216425465e+01,8.323913079873121196e-04,7.954601569674504269e+00,-3.632986595050573442e+01,1.837982388929251254e-01,-8.228237954848218738e-01,4.268269505273210029e+00,2.748217291021902930e+00,4.608203853526974744e-03,6.988506739908637022e-02
4.800000000000000000e+01,-2.744917584622160689e+01,1.244574805527986789e-03,8.125176411191795012e+00,-3.278398710899163149e+01,1.740380131810776165e-01,-7.906764949429632150e-01,4.067059974010455825e+00,2.585728096634213991e+00,4.464665562596102991e-03,6.615489838204570427e-02
4.900000000000000000e+01,-6.129491396939440051e+01,9.578788293869138631e-04,8.038725822455578651e+00,-3.279863400749816549e+01,1.743156866215732625e-01,-7.912268871771492851e-01,4.108143147113910487e+00,2.612150577283033126e+00,4.509959528205222633e-03,6.675758148859753383e-02
5.000000000000000000e+01,-2.013928171880530726e+01,1.590953018962249074e-03,1.071328547819871702e+01,-4.384188228148877897e+01,1.956032049673941953e-01,-8.260121978594483494e-01,4.383906421917301621e+00,2.888523407690416711e+00,4.623599000510733754e-03,7.264819643700612395e-02
5.100000000000000000e+01,-1.732839123708824616e+02,9.033073488639368738e-04,8.348660076359877280e+00,-3.516803962102213887e+01,1.793372414699873907e-01,-7.999669733981717989e-01,3.952665465720845983e+00,2.516870718941230045e+00,4.268251194594028207e-03,6.501836549716376312e-02
5.200000000000000000e+01,-1.267448882189445314e+01,4.214477182088900709e-04,8.722666852071423449e+00,-3.938775843740807403e+01,1.899436903505306029e-01,-8.374009130425866809e-01,4.037213978888681609e+00,2.615349296484906549e+00,4.300816050520276171e-03,6.711337221614555038e-02
5.300000000000000000e+01,-7.625340099336966659e+00,8.308909194815168944e-04,8.526638993323354399e+00,-3.776974685631563489e+01,1.858915443981379312e-01,-8.188746388147231103e-01,4.159741950825620371e+00,2.671332770733124917e+00,4.421920979150673059e-03,6.859831697195954703e-02
5.400000000000000000e+01,4.340942658446692803e+00,2.441412729477652121e-04,8.321051859508457937e+00,-3.417905731561664595e+01,1.768403915762594425e-01,-7.946343935978080752e-01,3.978566891146625650e+00,2.533238489689433770e+00,4.321741297896927216e-03,6.517888228655020766e-02
5.500000000000000000e+01,3.220371928766194713e+01,7.485022594875956467e-04,8.078948152758485435e+00,-3.335739116762914591e+01,1.756735057055692772e-01,-7.945674907569902912e-01,4.053792261658156093e+00,2.581953537411205257e+00,4.433910622590970206e-03,6.614398617554648196e-02
5.600000000000000000e+01,-7.620559527949603762e+01,2.682137107704601550e-03,7.816021580729993090e+00,-3.265133619946912091e+01,1.744398032101477924e-01,-7.911154485465256014e-01,4.276218332633446195e+00,2.719540269635406737e+00,4.703550030809371466e-03,6.912065188161355123e-02
5.700000000000000000e+01,5.154053151236588803e+01,7.000921539296670049e-04,8.140140012819120585e+00,-3.320242033111876623e+01,1.750745513577706136e-01,-7.928827599338048593e-01,4.033874362951610948e+00,2.567424890871665255e+00,4.415700205351744123e-03,6.579753268756596829e-02
5.800000000000000000e+01,1.036073078879715865e+02,1.850213106036410846e-03,9.642955018922615196e+00,-4.231867408532950492e+01,1.933678759052481488e-01,-8.176815300577642276e-01,4.472566412831218585e+00,2.950873639232159729e+00,4.688967005876509830e-03,7.399561377789580507e-02
5.900000000000000000e+01,5.275417602808346373e+01,1.152176793249394321e-03,8.722842526018348863e+00,-3.927624542665777341e+01,1.882431949770836110e-01,-8.130334606474722836e-01,4.464780444024922801e+00,2.912288671504608129e+00,4.673321236497140693e-03,7.355392231139799841e-02
6.000000000000000000e+01,-1.539812407203987732e+01,1.847204621606611964e-03,8.156877421599066480e+00,-3.334257134810991374e+01,1.753840741960671634e-01,-7.935137596413466277e-01,4.019852736108734170e+00,2.559226437745398819e+00,4.396138191903446214e-03,6.563195907674991558e-02
6.100000000000000000e+01,-1.135717450624517824e+02,7.833881741399563491e-04,8.730614933947805412e+00,-3.972096207345120433e+01,1.902642409258096801e-01,-8.312147182739250129e-01,4.143297257565397906e+00,2.686852471655863273e+00,4.393012029142738528e-03,6.866855574103190862e-02
6.200000000000000000e+01,1.011692850576161078e+02,3.426004677956953886e-04,8.328042075019473245e+00,-3.328181994622117656e+01,1.744898177630030134e-01,-7.909132976483475019e-01,4.077965350514904053e+00,2.595684341913628845e+00,4.452954160391507654e-03,6.639107243968513095e-02
6.300000000000000000e+01,2.195611958003979680e+01,4.181783789134756895e-04,9.051119533782378213e+00,-4.081410919466504339e+01,1.916229647461437646e-01,-8.250889919406453332e-01,4.309234497616159842e+00,2.815670978509647870e+00,4.538798487965613367e-03,7.127562673268454663e-02
6.400000000000000000e+01,-6.061141455255008736e+01,2.001200650134573635e-03,8.167145753777740325e+00,-3.362016456758151861e+01,1.760750018416722684e-01,-7.950709904567203612e-01,4.002059782184590908e+00,2.549361672512191035e+00,4.368829430930674246e-03,6.545199059173469058e-02
6.500000000000000000e+01,-6.274617942948906091e+01,3.085010237110777853e-04,8.491537897355385667e+00,-3.731553468917920924e+01,1.846880207191020640e-01,-8.144418655471097335e-01,4.095745770169067157e+00,2.620320519058085385e+00,4.365474855834563205e-03,6.753409636551423179e-02
6.600000000000000000e+01,1.055510680695249164e+02,1.013085551477101772e-03,8.271832108145932949e+00,-3.262816490809803582e+01,1.731502467542563317e-01,-7.896279122553381269e-01,4.091353541995871979e+00,2.601759901416367704e+00,4.493669891875981537e-03,6.642679349620503326e-02
6.700000000000000000e+01,-8.305971665991822306e+01,1.603483536869708143e-03,8.248382164481103729e+00,-3.317892879456146460e+01,1.746247773148680849e-01,-7.915734745721534349e-01,4.022697245332692795e+00,2.559902362852906954e+00,4.402165075241861771e-03,6.559574488699700112e-02
6.800000000000000000e+01,2.627311454114561684e+00,4.315871751328158421e-04,9.484011495257918867e+00,-4.153675110681528082e+01,1.930029803252759080e-01,-8.330210041707569735e-01,4.183665933859191277e+00,2.728252094379592485e+00,4.428645909133620100e-03,6.941236731291247630e-02
6.900000000000000000e+01,7.254529009126881078e+01,1.231009525340928668e-03,1.021955066524387234e+01,-4.282264257295197751e+01,1.946772306937451513e-01,-8.337327756225191289e-01,4.220877056159642926e+00,2.760642361692151603e+00,4.468193442563460349e-03,7.003685601897950697e-02
7.000000000000000000e+01,-1.405625035781442875e+02,2.444944495026499069e-03,8.340759713218403704e+00,-3.434625371049344267e+01,1.771561429960203382e-01,-7.947712453998456716e-01,3.981723232032949422e+00,2.534870530357135721e+00,4.318877057545311877e-03,6.525179532248938374e-02
7.100000000000000000e+01,-3.540526437509729618e+00,6.900863658340911219e-04,8.155552910313677017e+00,-3.330609033649989925e+01,1.752934953239746463e-01,-7.933148986463487429e-01,4.022378595026802728e+00,2.560628128764926625e+00,4.399956452316249565e-03,6.565817218067493410e-02
7.200000000000000000e+01,3.204921379562296835e+01,8.043965388194496439e-04,7.995560803344008427e+00,-3.245893121256555247e+01,1.735348180180095179e-01,-7.892780515500728011e-01,4.157213851298000584e+00,2.640205991655681039e+00,4.574649905888281999e-03,6.735634525294918740e-02
7.300000000000000000e+01,1.379647430996064372e+01,3.505082378200190751e-04,9.945310147032200732e+00,-4.260746923290474086e+01,1.941594928521088448e-01,-8.268813695233019345e-01,4.330298964673160889e+00,2.843521457334370339e+00,4.566222462132650713e-03,7.174342647225294411e-02
7.400000000000000000e+01,-4.227241756442424503e+01,3.922871021579059478e-04,7.986785652586037010e+00,-3.352821513246738760e+01,1.764002275280076859e-01,-7.969699850066249702e-01,4.103165532031389340e+00,2.616810306302067790e+00,4.485113460039442945e-03,6.692581937767674849e-02
7.500000000000000000e+01,7.025687663188432452e+01,1.061901078872605573e-03,7.782220480485855241e+00,-3.544406918827193920e+01,1.818315478183883394e-01,-8.163570531712918132e-01,4.331643757122871641e+00,2.782453001421004046e+00,4.700590718918535096e-03,7.060065095420238468e-02
7.600000000000000000e+01,7.067219022660378869e+01,1.201099726890064810e-03,9.481792157611309335e+00,-4.154705832425898393e+01,1.930025527135065255e-01,-8.326402350989592360e-01,4.190802253490842233e+00,2.733544281984078061e+00,4.435178957867176759e-03,6.952118037315634103e-02
7.700000000000000000e+01,-5.118900095828053054e+00,1.528859440643617331e-03,8.256760690060637842e+00,-3.425788307950864464e+01,1.773892130059862571e-01,-7.971711483197219117e-01,3.959247241562109831e+00,2.522729453416010070e+00,4.302934192027727499e-03,6.496266514163068218e-02
7.800000000000000000e+01,-8.129373509737578729e+01,9.956701232540963141e-04,8.690475079551784887e+00,-3.959970873267590719e+01,1.898082243640002997e-01,-8.267762576511694661e-01,4.234988338603576707e+00,2.749828158895843533e+00,4.475211292215779124e-03,7.001640658174655696e-02
7.900000000000000000e+01,5.653799944242820175e+00,4.372773265804296588e-04,8.322174808403239865e+00,-3.545181570121953030e+01,1.803062133724431804e-01,-8.039235609298305274e-01,3.950036329902730348e+00,2.517873430226075460e+00,4.261923926991160842e-03,6.507796783761632398e-02
8.000000000000000000e+01,7.766890264603489413e+00,7.379476988642176636e-04,8.724231823879923908e+00,-3.973610159526916163e+01,1.900844657093641310e-01,-8.276323301798912402e-01,4.221254603350294232e+00,2.741465832203441977e+00,4.462417878551189904e-03,6.982495584935824451e-02
8.100000000000000000e+01,5.342312241716933841e+01,4.524451119257074674e-04,8.112025857494865377e+00,-3.286075213729741051e+01,1.742745541866856374e-01,-7.911672371397300285e-01,4.066848537031417798e+00,2.586150889416440890e+00,4.462178127357220060e-03,6.617632384495381048e-02
8.200000000000000000e+01,-4.889727286570786191e+01,3.663005728381640153e-04,8.573860539774290856e+00,-3.754077402055792589e+01,1.844529543988429054e-01,-8.068343085043406804e-01,4.168050045587602170e+00,2.663109404607942654e+00,4.419535416558400230e-03,6.857186015858753037e-02
8.300000000000000000e+01,7.116799352980206095e+01,8.745296881764246747e-04,8.275080572025292014e+00,-3.261633349179663810e+01,1.731075617373978304e-01,-7.896055374338106780e-01,4.095708853936529614e+00,2.604539237461862999e+00,4.498638953147833346e-03,6.648538661913711012e-02
8.400000000000000000e+01,-1.053920990350256659e+01,3.313132474466226715e-04,9.139609277914681584e+00,-4.090684477003254926e+01,1.919812607340343757e-01,-8.296317978619323075e-01,4.223083940715494755e+00,2.753051910226874455e+00,4.462737048202537055e-03,6.996430639027273468e-02
8.500000000000000000e+01,6.380388379383703068e+00,3.566626249517658963e-04,9.615106226602996742e+00,-4.222654434719672167e+01,1.933317354467047333e-01,-8.193769630976355245e-01,4.446390647958837761e+00,2.930340468312706115e+00,4.665576201668327275e-03,7.356659986962274522e-02
8.600000000000000000e+01,-5.462613964625823826e+01,6.002771134980623745e-04,8.111006054710729885e+00,-3.700751543994561388e+01,1.852436231316917647e-01,-8.272922922614847074e-01,4.218808133297115681e+00,2.720944857379305137e+00,4.538109225243399693e-03,6.931375040144466260e-02
8.700000000000000000e+01,4.447958368471269637e+02,1.968224388914680163e-03,1.049543506102074986e+01,-4.291841189239865173e+01,1.949753355492032381e-01,-8.411547120504834218e-01,4.129601077106219265e+00,2.689303885614198197e+00,4.380857738557619729e-03,6.860314458204122556e-02
8.800000000000000000e+01,-5.094715721803434860e+01,4.792453868134918240e-04,8.188669126936524378e+00,-3.375359269459166001e+01,1.763459257302701089e-01,-7.955385147201493590e-01,3.989526049425694332e+00,2.541691584897808109e+00,4.351126937466017440e-03,6.530043106021810040e-02
8.900000000000000000e+01,3.058593757168853244e+01,4.044057350019182248e-03,8.177726815696370721e+00,-3.348679620510850441e+01,1.756871632783336135e-01,-7.940811017135391836e-01,4.005596243596698081e+00,2.550731431235438773e+00,4.376172690122152355e-03,6.546115563317059238e-02
9.000000000000000000e+01,4.081255871882274988e+01,7.474988948200432352e-04,8.029319759289119673e+00,-3.289820175083679032e+01,1.746018859205118734e-01,-7.919229323709603419e-01,4.107552907340759063e+00,2.612759546882112538e+00,4.506481678503290560e-03,6.678079736549338841e-02
9.100000000000000000e+01,2.127469535766552866e+01,1.563680127552746595e-03,1.011839831966280556e+01,-4.282194527451810018e+01,1.945157409534621906e-01,-8.291821288165978077e-01,4.296924343139274072e+00,2.818784663449781291e+00,4.537707298280953087e-03,7.122755179834702743e-02
9.200000000000000000e+01,3.431267456836827989e+01,2.039221740592281860e-03,9.467837473237604939e+00,-4.195509550754596972e+01,1.929185486350083467e-01,-8.184623021237094065e-01,4.453323257013038550e+00,2.933708497927021597e+00,4.669575394720145052e-03,7.365540960802237358e-02
9.300000000000000000e+01,3.308929426797521955e+01,1.075043902246695677e-03,8.518057043667289108e+00,-3.765418860461171846e+01,1.855782465536836290e-01,-8.176421506221467350e-01,4.142511530952649679e+00,2.657338018806899793e+00,4.406464692352589016e-03,6.831120675864744973e-02
9.400000000000000000e+01,2.576273429559944361e+01,5.250683166401704178e-04,9.170942151086521221e+00,-4.044704566829297221e+01,1.916334591634562545e-01,-8.398998774986378146e-01,4.049379357368472654e+00,2.627255796672389287e+00,4.305072694016264662e-03,6.734978129075509801e-02
9.500000000000000000e+01,5.076161837976530933e+01,5.522243833894051063e-04,8.078619372920332609e+00,-3.361798598337075816e+01,1.763684764035974295e-01,-7.964409868642091661e-01,4.042350105824034756e+00,2.576763599019796125e+00,4.414422124754245440e-03,6.605946138721759120e-02
9.600000000000000000e+01,-2.479387181198046619e+01,5.986935674134405937e-03,8.107177349687617607e+00,-3.712747624751722242e+01,1.855895638698289440e-01,-8.282906479688706414e-01,4.155370188320367753e+00,2.682640422826593429e+00,4.464661445837302817e-03,6.848955650665120021e-02
9.700000000000000000e+01,-9.417272454471032006e+01,2.224286202357764024e-03,8.383990448733070977e+00,-3.713324539597842033e+01,1.849567663943595119e-01,-8.210112814608628851e-01,4.069733832289102793e+00,2.610334819030594389e+00,4.355050709270984893e-03,6.723706948300176012e-02
9.800000000000000000e+01,-2.810536441885079171e+02,4.627699295447608961e-03,8.247406205196817552e+00,-3.735395187859229793e+01,1.858444011553009867e-01,-8.290875166917144323e-01,4.256390656324962052e+00,2.744640421400399433e+00,4.573860070993207745e-03,6.984791163595488461e-02
9.900000000000000000e+01,-1.636624872964086421e+02,4.113772737132727168e-03,8.045590494977847840e+00,-3.655841231789899837e+01,1.841723865311888919e-01,-8.239646656738612851e-01,4.321071973704547986e+00,2.780454304592826720e+00,4.663830217042120273e-03,7.060901101246809530e-02
1.000000000000000000e+02,3.937981091607905171e+01,1.185162486419845396e-03,9.312850999997422718e+00,-4.155020983677772506e+01,1.925088177196938033e-01,-8.214496052495967593e-01,4.397229653978648400e+00,2.888036920804572638e+00,4.618456246406220898e-03,7.272421516270874409e-02
1.010000000000000000e+02,5.389275230543989892e+01,3.513484155671212669e-04,8.283214038475946950e+00,-3.480548913696807745e+01,1.787315609001295935e-01,-8.001842890475444614e-01,3.946605381323145423e+00,2.515322103989856561e+00,4.274790075632923202e-03,6.490090410377717667e-02
1.020000000000000000e+02,3.360382269507721276e+01,2.173705790030242783e-03,8.328937200971688881e+00,-3.804335819256966289e+01,1.874191591342842522e-01,-8.302849644781433724e-01,4.065687136820108627e+00,2.622821564403305050e+00,4.341403933394903658e-03,6.739079913964288182e-02
